ensgene,SRR1039508,SRR1039509,SRR1039512,SRR1039513,SRR1039516,SRR1039517,SRR1039520,SRR1039521
ENSG00000254976,0,0,0,0,0,0,0,0
ENSG00000254978,1,1,2,0,1,6,8,2
ENSG00000254979,3,4,16,8,8,6,13,8
ENSG00000254984,0,0,0,3,3,0,0,0
ENSG00000254986,693,866,738,661,668,1173,638,714
ENSG00000254992,0,0,0,0,0,0,0,0
ENSG00000254993,0,0,0,0,0,0,0,0
ENSG00000254995,23,7,14,22,10,23,5,9
ENSG00000254996,1055,804,1164,716,1219,881,871,732
ENSG00000254997,4,2,6,1,1,1,0,0
ENSG00000254999,2378,2198,2643,1774,2642,3106,2128,2121
ENSG00000255000,1,0,0,0,3,1,1,1
ENSG00000255001,0,1,0,0,0,0,0,0
ENSG00000255003,0,0,0,0,0,0,0,0
ENSG00000255006,0,0,0,0,0,0,0,0
ENSG00000255009,0,0,0,0,0,0,0,0
ENSG00000255010,0,0,1,0,1,1,1,0
ENSG00000255011,0,0,0,0,0,0,0,0
ENSG00000255012,0,0,0,0,0,0,0,0
ENSG00000255014,0,0,0,0,0,0,0,0
ENSG00000255016,0,0,0,0,0,0,0,0
ENSG00000255018,0,0,0,0,0,0,0,0
ENSG00000255019,0,0,0,0,0,0,0,0
ENSG00000255022,0,0,0,0,0,0,0,0
ENSG00000255025,0,0,0,0,0,0,0,0
ENSG00000255030,0,0,0,0,0,0,0,0
ENSG00000255033,0,0,0,0,0,0,0,0
ENSG00000255035,0,1,0,0,0,0,1,0
ENSG00000255037,0,0,0,0,0,0,0,0
ENSG00000255040,0,0,0,0,1,1,0,1
ENSG00000255042,0,0,0,0,0,0,0,0
ENSG00000255047,0,0,0,0,0,0,0,0
ENSG00000255048,0,0,0,0,0,0,0,0
ENSG00000255051,0,0,1,2,0,0,0,0
ENSG00000255053,0,0,0,0,0,0,0,0
ENSG00000255054,0,4,2,0,0,3,0,0
ENSG00000255055,0,0,0,0,0,0,0,0
ENSG00000255057,0,0,0,0,1,1,1,0
ENSG00000255058,1,0,1,0,1,0,1,0
ENSG00000255059,0,0,0,0,0,0,0,0
ENSG00000255063,0,0,0,0,0,0,0,0
ENSG00000255065,0,0,0,0,0,0,0,0
ENSG00000255070,0,0,0,0,0,0,0,0
ENSG00000255071,0,0,0,0,0,0,0,0
ENSG00000255072,15,16,2,0,0,0,0,4
ENSG00000255073,0,10,11,0,0,10,4,9
ENSG00000255074,0,1,2,1,0,0,1,1
ENSG00000255075,0,0,0,0,0,0,0,0
ENSG00000255077,0,0,0,0,0,0,0,0
ENSG00000255078,0,0,0,0,0,0,0,0
ENSG00000255083,0,0,0,0,0,0,0,0
ENSG00000255085,2,1,4,1,1,0,0,0
ENSG00000255086,0,0,0,0,0,0,0,0
ENSG00000255088,0,0,0,0,0,0,0,0
ENSG00000255095,0,0,0,0,0,0,0,0
ENSG00000255096,0,0,0,0,0,0,0,0
ENSG00000255099,0,0,0,0,0,0,0,0
ENSG00000255104,0,0,1,0,1,0,1,0
ENSG00000255105,0,0,0,0,0,0,0,0
ENSG00000255106,0,0,0,0,0,0,0,0
ENSG00000255107,0,0,0,0,0,0,0,0
ENSG00000255110,0,0,0,0,0,0,0,0
ENSG00000255111,8,8,19,7,16,14,7,14
ENSG00000255112,1080,1221,1204,760,1298,1549,918,1149
ENSG00000255113,0,0,0,0,0,0,0,0
ENSG00000255115,0,2,1,0,3,0,3,1
ENSG00000255116,0,0,0,0,0,0,0,0
ENSG00000255122,0,1,3,1,2,3,0,1
ENSG00000255123,0,0,0,0,0,0,0,0
ENSG00000255127,0,0,0,0,0,0,0,0
ENSG00000255128,0,0,0,0,0,0,0,0
ENSG00000255131,0,0,0,0,0,0,0,0
ENSG00000255134,0,0,0,0,0,0,0,0
ENSG00000255138,0,0,0,0,0,0,0,0
ENSG00000255140,0,0,0,0,0,0,0,0
ENSG00000255141,0,0,0,0,0,0,0,0
ENSG00000255144,0,0,0,0,0,0,0,0
ENSG00000255147,0,0,0,0,0,0,0,0
ENSG00000255149,0,0,0,0,0,0,0,0
ENSG00000255150,11,33,75,40,24,36,27,30
ENSG00000255151,0,0,0,0,0,0,0,0
ENSG00000255152,2,1,1,1,1,1,0,1
ENSG00000255154,92,69,71,26,74,116,64,72
ENSG00000255155,0,1,0,0,1,0,0,0
ENSG00000255157,0,0,0,0,1,0,0,0
ENSG00000255161,0,1,0,0,0,0,0,0
ENSG00000255162,0,0,0,0,0,0,0,0
ENSG00000255163,0,0,0,0,0,0,0,0
ENSG00000255166,0,0,0,0,0,0,0,0
ENSG00000255170,0,0,0,0,0,0,0,0
ENSG00000255172,0,0,0,0,0,0,0,0
ENSG00000255174,0,0,0,0,0,0,0,0
ENSG00000255181,0,0,0,0,0,0,0,0
ENSG00000255184,0,0,0,0,0,0,0,0
ENSG00000255185,74,92,60,29,103,93,99,94
ENSG00000255188,0,0,0,0,0,0,0,0
ENSG00000255189,0,0,0,0,0,0,0,0
ENSG00000255190,0,0,0,0,0,0,0,0
ENSG00000255192,1,0,0,0,1,0,0,0
ENSG00000255194,0,3,0,0,0,0,0,0
ENSG00000255196,0,0,0,0,0,0,0,0
ENSG00000255199,0,1,0,2,1,1,2,0
ENSG00000255200,12,18,35,12,27,23,18,23
ENSG00000255203,1,0,2,0,0,1,0,1
ENSG00000255204,0,0,0,0,0,0,0,0
ENSG00000255205,0,0,0,0,0,0,0,0
ENSG00000255207,0,0,0,0,0,0,0,0
ENSG00000255210,0,0,0,0,0,0,0,0
ENSG00000255211,0,0,0,0,0,1,0,0
ENSG00000255213,0,0,0,0,0,0,1,0
ENSG00000255214,0,0,0,0,0,0,0,0
ENSG00000255215,0,0,0,0,0,0,0,0
ENSG00000255217,0,0,0,0,0,0,0,0
ENSG00000255218,0,0,0,0,0,0,0,0
ENSG00000255220,0,0,0,0,0,0,0,0
ENSG00000255221,0,0,0,0,0,0,0,0
ENSG00000255222,0,0,0,0,0,0,0,0
ENSG00000255223,0,0,0,0,0,0,0,0
ENSG00000255225,0,0,0,0,0,0,0,0
ENSG00000255230,0,0,0,0,0,0,0,0
ENSG00000255231,0,0,0,0,0,0,0,0
ENSG00000255232,0,0,0,0,0,0,0,0
ENSG00000255235,0,0,0,0,0,0,0,0
ENSG00000255238,0,0,0,0,0,0,0,0
ENSG00000255239,0,0,0,0,0,0,0,1
ENSG00000255245,0,0,0,0,0,0,0,0
ENSG00000255251,1,1,0,0,0,0,0,0
ENSG00000255253,0,0,0,0,0,0,0,0
ENSG00000255254,0,0,0,0,0,0,0,0
ENSG00000255255,0,0,0,0,0,0,1,0
ENSG00000255259,0,0,0,0,0,0,0,0
ENSG00000255261,0,0,0,0,0,0,0,0
ENSG00000255262,0,0,0,0,0,0,0,0
ENSG00000255265,0,0,0,0,0,0,0,0
ENSG00000255266,1,0,0,0,0,0,0,1
ENSG00000255268,0,0,0,0,0,0,0,0
ENSG00000255273,0,0,0,0,0,0,0,0
ENSG00000255275,0,2,4,0,0,0,0,0
ENSG00000255277,7,8,11,4,3,1,12,5
ENSG00000255280,0,0,0,0,0,0,0,0
ENSG00000255281,0,0,0,0,0,0,0,0
ENSG00000255282,2,6,0,0,6,2,5,5
ENSG00000255283,0,1,4,0,3,2,4,0
ENSG00000255285,0,0,0,0,0,0,0,0
ENSG00000255286,0,0,0,0,0,0,0,0
ENSG00000255287,0,0,0,0,0,0,0,0
ENSG00000255288,0,0,0,0,0,0,0,0
ENSG00000255291,0,1,0,0,1,0,0,0
ENSG00000255292,0,6,11,6,5,6,6,4
ENSG00000255293,0,0,0,0,0,0,0,0
ENSG00000255294,0,0,0,0,0,0,0,0
ENSG00000255295,0,0,0,0,0,0,0,0
ENSG00000255296,0,0,0,0,0,0,0,0
ENSG00000255297,0,0,0,0,0,0,0,0
ENSG00000255298,0,0,0,0,0,0,0,0
ENSG00000255302,4227,3685,5640,2804,5487,5724,4176,3496
ENSG00000255303,2,0,0,0,1,1,0,0
ENSG00000255304,0,0,0,0,0,0,0,0
ENSG00000255305,3,3,2,3,1,1,1,2
ENSG00000255307,0,0,0,0,0,0,0,0
ENSG00000255309,0,0,0,0,0,0,0,0
ENSG00000255312,0,0,0,0,0,0,0,0
ENSG00000255315,0,0,0,0,0,0,0,0
ENSG00000255316,0,0,0,0,0,0,0,0
ENSG00000255319,14,1,6,1,5,1,12,9
ENSG00000255329,0,0,0,0,1,0,0,1
ENSG00000255330,75,161,50,33,105,121,32,88
ENSG00000255331,0,0,0,0,0,0,0,0
ENSG00000255333,0,0,0,0,0,0,0,0
ENSG00000255336,0,0,0,0,0,0,0,0
ENSG00000255338,0,0,0,0,0,0,0,0
ENSG00000255339,39,24,74,20,13,69,43,33
ENSG00000255341,0,0,0,0,0,0,0,0
ENSG00000255342,0,1,1,1,3,1,1,1
ENSG00000255346,29,21,93,41,115,86,48,19
ENSG00000255347,0,0,0,0,0,0,0,0
ENSG00000255349,0,0,0,0,0,0,0,0
ENSG00000255350,0,0,0,1,0,0,0,1
ENSG00000255352,0,0,0,0,0,0,1,0
ENSG00000255353,0,0,0,0,0,0,0,0
ENSG00000255356,0,0,0,0,0,0,0,0
ENSG00000255358,0,0,0,0,0,0,0,0
ENSG00000255359,0,0,0,0,0,1,0,0
ENSG00000255360,0,0,0,0,0,0,0,0
ENSG00000255361,0,0,0,0,0,0,0,0
ENSG00000255365,1,0,0,0,0,0,0,0
ENSG00000255368,0,0,0,0,0,0,0,0
ENSG00000255369,0,0,0,0,0,0,0,0
ENSG00000255370,0,0,0,0,0,0,0,0
ENSG00000255374,0,0,0,0,0,0,0,0
ENSG00000255376,0,0,0,0,0,0,0,0
ENSG00000255377,0,0,0,0,0,0,0,0
ENSG00000255378,1,1,0,0,0,0,0,0
ENSG00000255379,0,0,0,0,0,0,0,0
ENSG00000255380,0,0,0,0,0,0,0,0
ENSG00000255381,0,0,0,0,0,0,0,0
ENSG00000255385,0,0,0,0,0,0,0,0
ENSG00000255386,0,0,0,0,0,0,0,0
ENSG00000255387,0,0,0,0,0,0,0,0
ENSG00000255391,0,0,0,0,0,0,0,0
ENSG00000255396,0,0,0,0,0,0,0,0
ENSG00000255397,1,1,2,0,2,2,1,0
ENSG00000255398,0,0,2,0,0,0,0,0
ENSG00000255401,0,0,0,0,0,0,0,0
ENSG00000255403,0,0,0,0,0,0,0,0
ENSG00000255408,18,24,6,9,16,10,7,7
ENSG00000255413,0,0,0,0,0,0,0,0
ENSG00000255415,0,0,0,0,0,0,0,0
ENSG00000255416,0,0,0,0,0,0,0,0
ENSG00000255417,0,0,0,0,0,0,0,0
ENSG00000255419,8,9,6,6,4,1,2,1
ENSG00000255423,15,15,12,6,17,17,9,12
ENSG00000255424,0,0,0,0,0,0,0,0
ENSG00000255425,0,0,0,0,0,0,0,0
ENSG00000255430,0,0,0,0,0,0,0,0
ENSG00000255431,0,0,0,0,0,0,0,0
ENSG00000255432,0,0,7,3,0,0,0,0
ENSG00000255437,0,0,0,0,0,0,0,0
ENSG00000255439,79,65,62,38,68,56,57,53
ENSG00000255442,0,0,0,0,0,0,0,0
ENSG00000255444,0,0,0,0,0,0,0,0
ENSG00000255445,3,4,7,0,5,2,3,3
ENSG00000255450,0,0,0,0,0,1,0,0
ENSG00000255452,0,0,0,0,0,0,0,0
ENSG00000255454,0,0,0,0,0,0,0,0
ENSG00000255457,0,0,0,0,0,0,0,0
ENSG00000255459,4,4,0,2,3,3,2,1
ENSG00000255460,0,0,0,0,0,0,0,0
ENSG00000255461,0,0,0,0,0,0,0,0
ENSG00000255463,0,0,0,0,0,0,0,0
ENSG00000255464,0,2,0,0,0,0,0,0
ENSG00000255466,0,0,0,0,0,0,0,0
ENSG00000255469,0,0,0,0,0,0,0,0
ENSG00000255481,0,0,0,0,0,0,0,0
ENSG00000255483,0,0,0,0,0,0,0,0
ENSG00000255485,0,0,0,0,0,0,0,0
ENSG00000255486,0,0,0,0,0,0,0,0
ENSG00000255489,0,0,0,0,0,0,0,0
ENSG00000255490,0,0,0,0,0,0,0,0
ENSG00000255492,0,0,0,0,0,0,0,0
ENSG00000255493,0,0,0,0,0,0,0,0
ENSG00000255497,0,0,0,0,0,0,0,0
ENSG00000255499,0,0,0,0,0,0,0,0
ENSG00000255500,0,0,0,0,0,0,0,0
ENSG00000255501,0,0,0,0,0,0,0,0
ENSG00000255504,0,0,0,0,0,0,0,0
ENSG00000255505,0,0,0,0,0,0,0,0
ENSG00000255508,316,219,282,101,247,170,268,90
ENSG00000255510,0,0,0,0,0,0,0,0
ENSG00000255511,0,0,0,0,0,0,0,0
ENSG00000255513,2,1,0,0,3,0,1,6
ENSG00000255514,0,0,0,0,0,0,0,0
ENSG00000255515,0,0,0,0,0,0,0,0
ENSG00000255519,0,0,0,0,0,0,0,0
ENSG00000255522,0,2,0,1,0,1,0,3
ENSG00000255524,0,3,0,0,3,2,1,0
ENSG00000255526,6,7,18,8,21,12,13,9
ENSG00000255527,0,0,0,0,0,0,0,0
ENSG00000255529,1367,1081,2182,975,1731,2161,1551,1408
ENSG00000255530,1,0,0,0,0,0,0,2
ENSG00000255531,0,0,0,0,0,0,0,0
ENSG00000255532,0,0,0,0,0,0,0,0
ENSG00000255533,0,0,0,0,0,0,0,0
ENSG00000255534,0,0,0,0,0,0,0,0
ENSG00000255535,0,0,0,0,0,0,0,0
ENSG00000255536,0,0,0,0,0,0,0,0
ENSG00000255538,0,1,0,0,2,1,2,0
ENSG00000255540,0,0,0,0,0,0,0,0
ENSG00000255541,0,0,0,0,0,0,0,0
ENSG00000255543,0,0,0,0,0,0,0,0
ENSG00000255544,0,0,0,0,0,0,0,0
ENSG00000255547,0,0,0,0,0,0,0,0
ENSG00000255549,2,0,0,0,3,0,0,0
ENSG00000255550,0,0,0,0,0,0,0,0
ENSG00000255551,0,0,0,0,0,0,0,0
ENSG00000255552,0,0,1,0,1,0,0,0
ENSG00000255554,0,0,0,0,0,0,0,0
ENSG00000255556,0,0,0,0,0,0,0,0
ENSG00000255560,0,0,0,0,0,0,0,0
ENSG00000255561,45,31,56,27,42,48,44,27
ENSG00000255562,1,0,0,0,0,0,0,2
ENSG00000255563,0,0,0,0,2,0,1,2
ENSG00000255566,1,0,1,0,4,2,0,2
ENSG00000255569,0,0,0,0,0,0,0,0
ENSG00000255575,0,0,0,0,0,0,0,0
ENSG00000255581,0,0,0,0,0,0,0,0
ENSG00000255582,0,0,0,0,0,0,0,0
ENSG00000255583,1,0,2,0,2,1,0,0
ENSG00000255585,12,8,6,5,6,11,6,11
ENSG00000255587,1,2,4,1,8,2,1,0
ENSG00000255622,1,0,2,0,0,1,0,1
ENSG00000255624,3,0,3,2,1,1,2,3
ENSG00000255627,0,0,0,0,0,0,0,0
ENSG00000255633,0,0,0,0,0,0,0,0
ENSG00000255639,64,36,35,41,41,41,29,25
ENSG00000255641,0,0,0,0,0,0,0,0
ENSG00000255642,89,61,118,45,28,32,55,54
ENSG00000255653,0,0,0,0,0,0,0,0
ENSG00000255663,0,0,0,0,12,5,0,0
ENSG00000255664,0,0,0,0,0,0,0,0
ENSG00000255690,38,5,7,1,14,22,5,2
ENSG00000255700,0,0,0,0,0,0,0,0
ENSG00000255703,0,0,0,0,0,0,0,0
ENSG00000255704,0,0,0,0,0,0,0,0
ENSG00000255710,1,0,5,0,1,4,4,1
ENSG00000255713,0,0,0,0,0,0,0,0
ENSG00000255725,0,0,0,0,0,0,0,0
ENSG00000255726,0,0,0,0,0,0,0,0
ENSG00000255730,160,261,193,119,249,269,210,194
ENSG00000255734,0,0,0,0,0,0,0,0
ENSG00000255749,0,0,0,0,0,0,0,0
ENSG00000255753,0,0,0,0,0,0,0,0
ENSG00000255757,22,23,55,27,35,42,32,26
ENSG00000255763,0,0,0,0,0,0,0,0
ENSG00000255767,26,31,25,13,23,20,32,17
ENSG00000255769,35,31,13,3,13,34,30,31
ENSG00000255776,0,0,1,0,0,0,0,0
ENSG00000255780,0,0,0,0,0,0,0,0
ENSG00000255786,0,0,0,0,0,0,0,0
ENSG00000255804,0,0,0,0,0,0,0,0
ENSG00000255807,0,0,0,0,0,0,1,0
ENSG00000255815,0,0,0,0,0,0,0,0
ENSG00000255819,0,0,0,0,0,0,0,0
ENSG00000255823,5001,5079,12585,7555,17782,19205,7156,7724
ENSG00000255830,0,0,0,0,0,0,0,0
ENSG00000255833,0,0,0,0,0,0,0,0
ENSG00000255835,1,6,2,0,3,3,3,0
ENSG00000255836,13,2,12,1,5,8,2,4
ENSG00000255837,0,2,2,2,3,2,2,1
ENSG00000255838,0,0,1,0,0,0,0,0
ENSG00000255853,0,0,0,0,0,0,0,0
ENSG00000255855,0,0,0,0,0,0,0,0
ENSG00000255860,0,0,0,0,0,0,0,0
ENSG00000255863,0,0,0,0,0,0,0,0
ENSG00000255870,0,0,0,1,0,0,0,0
ENSG00000255872,0,2,3,0,2,3,7,0
ENSG00000255875,0,0,1,0,0,0,2,0
ENSG00000255883,7,0,0,0,0,0,0,0
ENSG00000255885,0,0,0,0,0,0,0,0
ENSG00000255892,0,0,0,0,0,0,0,0
ENSG00000255899,0,0,0,0,0,0,0,0
ENSG00000255900,0,0,0,0,0,0,0,0
ENSG00000255903,0,0,0,0,0,0,0,0
ENSG00000255909,0,0,0,0,0,0,0,0
ENSG00000255919,0,0,0,0,0,0,0,0
ENSG00000255923,0,0,0,0,0,0,0,0
ENSG00000255951,0,0,0,0,0,0,0,0
ENSG00000255960,0,0,0,0,0,0,0,0
ENSG00000255964,0,0,0,0,0,0,0,0
ENSG00000255965,0,0,0,0,0,0,0,0
ENSG00000255967,0,0,1,5,0,0,1,7
ENSG00000255972,0,0,0,0,0,0,0,0
ENSG00000255973,0,0,0,0,0,0,0,0
ENSG00000255974,10,5,12,3,29,16,11,5
ENSG00000255976,0,0,0,0,0,0,0,0
ENSG00000255977,0,0,0,0,0,0,0,0
ENSG00000255982,0,0,0,0,0,0,0,0
ENSG00000255986,1,10,3,4,2,3,1,11
ENSG00000255987,0,0,0,0,0,0,0,0
ENSG00000255988,0,0,0,0,0,0,0,0
ENSG00000255991,0,0,0,0,0,0,0,0
ENSG00000255993,0,0,0,0,0,0,0,0
ENSG00000255995,0,0,0,0,0,0,0,0
ENSG00000255996,0,0,0,0,0,0,0,0
ENSG00000256004,0,0,0,0,0,0,0,0
ENSG00000256019,0,0,0,0,0,0,0,0
ENSG00000256021,0,1,0,0,1,0,1,0
ENSG00000256029,7,1,4,0,10,5,7,2
ENSG00000256030,1,1,2,1,2,2,1,2
ENSG00000256035,0,0,0,0,0,0,0,0
ENSG00000256037,0,1,0,0,1,0,0,0
ENSG00000256041,0,0,0,0,0,0,0,0
ENSG00000256043,923,947,1227,903,917,1067,1096,1180
ENSG00000256044,0,0,0,0,0,0,0,0
ENSG00000256045,1008,884,895,624,1455,1292,498,572
ENSG00000256053,328,349,372,192,384,420,321,350
ENSG00000256056,0,2,0,0,1,0,2,0
ENSG00000256060,77,89,97,41,100,126,70,79
ENSG00000256061,48,24,54,21,66,54,56,24
ENSG00000256069,10,13,16,0,2,2,11,5
ENSG00000256070,0,0,0,0,0,0,0,0
ENSG00000256075,0,0,0,0,0,0,0,0
ENSG00000256079,0,0,0,0,0,0,0,0
ENSG00000256081,0,0,0,0,0,0,0,0
ENSG00000256087,214,206,286,113,282,364,215,157
ENSG00000256091,0,0,0,0,0,0,0,1
ENSG00000256093,0,0,0,0,0,0,0,0
ENSG00000256098,0,0,0,0,0,0,0,0
ENSG00000256100,0,0,0,0,0,0,0,0
ENSG00000256103,0,0,0,0,0,0,0,0
ENSG00000256108,0,0,0,0,0,0,0,0
ENSG00000256125,1,0,3,0,1,0,2,0
ENSG00000256134,1,1,0,0,1,0,0,1
ENSG00000256136,0,0,0,0,0,0,0,0
ENSG00000256138,0,0,0,0,0,0,0,0
ENSG00000256148,0,1,0,1,2,0,0,2
ENSG00000256157,0,0,0,0,0,0,0,0
ENSG00000256159,0,0,0,0,0,0,0,0
ENSG00000256162,0,2,3,1,5,3,1,1
ENSG00000256167,0,0,1,1,1,1,0,0
ENSG00000256171,0,0,0,0,0,0,0,0
ENSG00000256176,0,0,0,0,0,0,0,0
ENSG00000256181,0,0,0,0,0,0,0,0
ENSG00000256188,1,0,1,1,1,3,1,0
ENSG00000256189,0,0,0,0,0,0,0,0
ENSG00000256192,0,0,0,0,1,0,0,0
ENSG00000256206,0,0,5,0,0,10,17,0
ENSG00000256210,0,0,0,0,0,0,0,0
ENSG00000256211,0,0,1,0,0,0,0,1
ENSG00000256221,0,0,0,0,0,0,0,0
ENSG00000256222,0,0,3,0,3,0,2,2
ENSG00000256223,271,113,244,105,272,184,195,120
ENSG00000256229,146,105,196,98,102,164,120,108
ENSG00000256235,688,1429,801,933,772,2339,560,1624
ENSG00000256238,1,1,1,0,5,5,2,0
ENSG00000256243,0,0,0,0,0,0,0,0
ENSG00000256254,0,0,0,0,0,0,0,0
ENSG00000256263,0,0,0,0,0,0,0,0
ENSG00000256269,86,81,104,53,107,146,72,66
ENSG00000256274,0,2,0,1,0,2,0,1
ENSG00000256280,0,0,0,1,0,0,0,0
ENSG00000256282,2,4,11,4,6,8,10,3
ENSG00000256283,0,0,0,0,0,0,0,0
ENSG00000256285,0,0,0,0,0,0,0,0
ENSG00000256293,0,0,0,0,0,0,0,0
ENSG00000256294,231,152,276,120,248,261,142,166
ENSG00000256304,1,3,15,4,9,6,6,2
ENSG00000256310,0,0,0,0,0,0,0,0
ENSG00000256331,0,0,0,0,0,0,0,0
ENSG00000256338,2,5,2,3,2,7,3,7
ENSG00000256340,43,12,31,5,24,6,15,12
ENSG00000256346,0,0,0,0,0,0,0,0
ENSG00000256347,0,0,0,1,0,0,0,0
ENSG00000256349,0,39,0,0,0,0,39,0
ENSG00000256350,0,0,0,0,0,1,0,0
ENSG00000256351,0,1,1,1,1,0,1,0
ENSG00000256353,0,0,0,0,0,0,0,0
ENSG00000256355,0,0,1,0,0,0,0,0
ENSG00000256356,0,0,0,0,0,0,2,0
ENSG00000256358,0,0,0,0,0,0,0,0
ENSG00000256361,0,0,0,1,1,1,0,0
ENSG00000256371,0,0,0,0,0,0,0,0
ENSG00000256372,0,0,0,0,0,0,0,0
ENSG00000256374,0,0,0,0,0,0,0,0
ENSG00000256378,0,0,0,0,0,0,0,0
ENSG00000256379,21,17,28,17,20,24,20,22
ENSG00000256385,0,0,0,0,0,0,0,0
ENSG00000256393,0,0,0,0,0,0,0,0
ENSG00000256394,0,0,0,0,0,0,0,0
ENSG00000256399,0,0,0,0,0,1,0,0
ENSG00000256400,0,0,0,0,0,0,0,0
ENSG00000256407,4,0,1,1,0,0,0,0
ENSG00000256420,0,0,0,0,0,0,0,0
ENSG00000256436,0,0,1,2,0,0,0,1
ENSG00000256441,0,0,0,0,0,0,0,0
ENSG00000256450,0,0,0,0,0,0,0,0
ENSG00000256453,0,2,2,0,4,0,0,0
ENSG00000256463,0,0,0,0,0,0,0,0
ENSG00000256464,0,5,3,1,4,3,1,1
ENSG00000256465,0,0,0,0,0,0,0,0
ENSG00000256474,0,0,0,0,0,0,0,0
ENSG00000256480,0,0,0,0,0,0,0,0
ENSG00000256496,0,0,0,0,0,0,0,0
ENSG00000256500,244,79,533,244,657,613,129,252
ENSG00000256502,0,0,1,0,0,0,0,0
ENSG00000256514,296,188,313,152,255,379,189,243
ENSG00000256518,0,0,0,0,0,0,0,0
ENSG00000256525,152,134,125,83,128,143,107,113
ENSG00000256533,4,0,1,1,0,1,0,4
ENSG00000256537,415,393,625,356,596,758,351,459
ENSG00000256552,2,2,0,1,2,1,2,2
ENSG00000256553,0,0,0,0,0,0,0,0
ENSG00000256557,0,0,0,0,0,1,0,0
ENSG00000256563,1,0,1,0,0,0,0,0
ENSG00000256566,0,4,7,0,14,11,4,0
ENSG00000256574,1,0,0,0,0,0,0,0
ENSG00000256581,0,0,0,0,0,0,0,0
ENSG00000256589,0,1,2,2,0,0,0,0
ENSG00000256590,0,0,0,0,0,0,0,0
ENSG00000256591,208,297,286,181,322,348,202,233
ENSG00000256594,113,82,125,85,83,116,79,73
ENSG00000256612,16,12,30,9,20,15,20,8
ENSG00000256614,0,0,0,0,0,0,0,0
ENSG00000256616,25,8,26,5,12,5,26,6
ENSG00000256618,4165,4093,8548,5387,11933,11817,4527,5210
ENSG00000256625,1,0,5,0,3,3,0,1
ENSG00000256626,0,0,0,0,0,0,0,0
ENSG00000256627,0,0,0,0,0,0,0,0
ENSG00000256630,0,0,0,0,0,0,0,0
ENSG00000256632,0,3,0,0,0,0,0,0
ENSG00000256640,0,0,0,0,0,0,0,0
ENSG00000256646,489,439,488,304,549,555,322,386
ENSG00000256651,1,1,1,1,1,0,1,0
ENSG00000256657,0,0,0,0,0,0,0,0
ENSG00000256660,0,0,1,0,0,0,1,0
ENSG00000256663,0,0,2,0,0,7,0,0
ENSG00000256664,75,65,215,50,184,124,88,55
ENSG00000256667,75,46,97,36,74,44,59,37
ENSG00000256671,9,22,7,8,82,135,2,4
ENSG00000256673,0,0,1,0,0,0,0,0
ENSG00000256674,0,0,0,0,0,0,0,0
ENSG00000256678,0,0,0,0,0,0,1,0
ENSG00000256681,0,0,0,0,0,0,0,0
ENSG00000256682,0,0,0,0,0,0,0,0
ENSG00000256683,200,136,245,117,199,222,160,167
ENSG00000256704,0,0,0,0,0,0,0,0
ENSG00000256708,0,0,0,0,0,0,0,0
ENSG00000256709,0,0,0,0,0,0,0,1
ENSG00000256713,12,5,19,7,15,2,7,2
ENSG00000256720,1,0,1,0,0,1,0,0
ENSG00000256723,0,0,0,0,0,0,1,0
ENSG00000256734,0,0,0,0,0,0,0,1
ENSG00000256737,0,0,0,0,0,0,0,0
ENSG00000256745,0,0,0,0,0,0,0,0
ENSG00000256748,0,0,0,0,0,0,0,0
ENSG00000256752,0,0,0,0,0,0,0,0
ENSG00000256756,0,0,0,0,0,0,0,0
ENSG00000256762,0,0,0,0,0,0,0,0
ENSG00000256771,64,49,123,63,117,109,73,51
ENSG00000256774,0,0,1,0,0,0,0,0
ENSG00000256777,0,0,0,0,0,0,0,0
ENSG00000256779,0,1,0,0,0,0,0,0
ENSG00000256797,0,0,0,0,0,0,0,0
ENSG00000256799,0,0,0,0,0,0,0,0
ENSG00000256804,0,0,0,0,1,0,0,1
ENSG00000256812,0,0,1,0,3,3,0,0
ENSG00000256817,0,0,0,0,0,0,1,0
ENSG00000256825,0,0,0,0,0,0,0,0
ENSG00000256826,1,0,0,0,0,0,0,0
ENSG00000256827,0,1,2,1,1,0,0,1
ENSG00000256835,0,0,0,0,0,0,0,0
ENSG00000256843,0,0,0,0,0,0,0,0
ENSG00000256844,0,0,1,0,0,0,0,0
ENSG00000256847,0,0,0,0,0,0,0,0
ENSG00000256849,0,0,0,0,0,0,1,0
ENSG00000256851,0,0,0,0,0,0,0,0
ENSG00000256852,0,0,0,0,0,0,0,0
ENSG00000256861,0,29,0,27,0,114,16,1
ENSG00000256863,0,0,0,0,0,0,0,0
ENSG00000256870,0,0,0,0,0,0,0,0
ENSG00000256892,0,0,0,1,1,1,3,1
ENSG00000256896,0,0,0,0,0,0,0,0
ENSG00000256898,0,0,0,0,2,3,0,1
ENSG00000256902,0,1,0,2,1,2,1,1
ENSG00000256912,0,0,0,0,0,0,0,0
ENSG00000256913,0,0,1,0,0,0,0,0
ENSG00000256917,0,0,0,0,0,0,0,0
ENSG00000256937,2,0,1,0,0,0,0,0
ENSG00000256950,3,0,0,2,1,0,0,0
ENSG00000256951,0,0,0,1,0,0,0,0
ENSG00000256963,0,0,0,0,0,0,0,0
ENSG00000256966,19,5,11,0,10,24,10,4
ENSG00000256968,0,0,0,0,0,0,0,0
ENSG00000256975,0,0,0,0,0,0,0,0
ENSG00000256977,19,21,37,3,86,102,4,5
